ID,Marca,Modelo,Precio,Anio,Kilometraje,Comustible,Transmision,Color,Motor
817,Hyundai,Tucson GL 2WD AT Diesel,200000,2019,44876,Diesel,Automatic,White,1995 cc
818,Hyundai,i20 Sportz 1.4 CRDI,140000,2013,95610,Diesel,Manual,White,1336 cc
819,Nissan,Sunny XV Diesel,140000,2013,51000,Diesel,Manual,Grey,1461 cc
820,Land Rover,Evoque Dynamic SD4,140000,2013,110000,Diesel,Automatic,Red,2179 cc
821,Maruti Suzuki,Ertiga Vxi CNG,140000,2014,53693,CNG,Manual,Others,1373 cc
822,Hyundai,Eon Era +,140000,2018,70000,Petrol,Manual,White,814 cc
823,Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],140000,2014,57000,Petrol,Manual,Grey,1197 cc
824,Toyota,Corolla Altis 1.8 G AT,140000,2014,63000,Petrol,Automatic,Grey,1798 cc
825,Honda,City 1.5 EXi,80000,2002,65494,Petrol,Manual,Beige,No_info
826,Maruti Suzuki,Swift LXi,140000,2016,53807,Petrol,Manual,White,1197 cc
827,Maruti Suzuki,Ciaz Delta 1.4 MT,140000,2018,46000,Petrol,Manual,White,1373 cc
828,Skoda,Octavia 1.8 TSI L&K,140000,2018,67546,Petrol,Automatic,Others,1798 cc
829,Land Rover,Discovery Sport SE R-Dynamic Petrol,200000,2021,14500,Petrol,Automatic,White,1997 cc
830,Honda,City V,140000,2018,37100,Petrol,Manual,Grey,1497 cc
831,Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],200000,2019,30000,Diesel,Automatic,White,1950 cc
832,Renault,Kwid RXT [2015-2019],140000,2018,89059,Petrol,Manual,Others,799 cc
833,Maruti Suzuki,Ertiga VDi,140000,2013,77000,Diesel,Manual,White,1248 cc
834,Volvo,V40 D3 R-Design,140000,2018,42000,Diesel,Automatic,Red,1984 cc
835,Maruti Suzuki,Baleno Delta 1.2,140000,2017,58146,Petrol,Manual,Red,1197 cc
836,MINI,Cooper S,200000,2020,13000,Petrol,Automatic,Black,1998 cc
837,Toyota,Etios GD,140000,2013,75000,Diesel,Manual,Silver,1364 cc
838,Porsche,Panamera 3.0 Diesel,140000,2016,20500,Diesel,Automatic,White,No_info
839,Mercedes-Benz,GLE 250 d,140000,2018,50500,Diesel,Automatic,White,2143 cc
840,Mercedes-Benz,A-Class Sedan 200d,200000,2022,3826,Diesel,Automatic,White,1950 cc
841,Mercedes-Benz,GLS 350 d,200000,2019,53000,Diesel,Automatic,White,2987 cc
842,Hyundai,Creta SX 1.6 (O) Petrol,140000,2018,37000,Petrol,Manual,Black,1591 cc
843,Honda,City V CVT Petrol [2017-2019],140000,2017,38000,Petrol,Automatic,Grey,1497 cc
844,Maruti Suzuki,Baleno Zeta 1.2,200000,2021,8499,Petrol,Manual,Yellow,1197 cc
845,Hyundai,Elite i20 Magna 1.4 CRDI [2016-2017],140000,2016,61181,Diesel,Manual,White,1396 cc
846,Honda,Jazz V Petrol,140000,2017,45000,Petrol,Manual,Grey,1199 cc
847,Mercedes-Benz,S-Class 350,80000,2007,102000,Petrol,Automatic,Silver,3498 cc
848,Hyundai,Grand i10 NIOS Sportz AMT 1.2 Kappa VTVT,200000,2021,9232,Petrol,Automatic,Blue,1197 cc
849,Maruti Suzuki,Estilo VXi,80000,2008,72542,Petrol,Manual,Pink,1061 cc
850,Hyundai,Elite i20 Magna Executive 1.2,140000,2018,42601,Petrol,Manual,Blue,1197 cc
851,Mahindra,Scorpio LX BS-III,80000,2009,90000,Diesel,Manual,Green,2179 cc
852,Audi,Q7 45 TDI Premium Plus,140000,2016,65000,Diesel,Automatic,Blue,2967 cc
853,Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],140000,2018,40000,Diesel,Automatic,Bronze,2755 cc
854,Ssangyong,Rexton RX7,140000,2013,106223,Diesel,Automatic,White,2696 cc
855,BMW,X5 3.0d,80000,2009,115000,Diesel,Automatic,Green,2993 cc
856,Honda,Amaze 1.2 S i-VTEC Opt,140000,2016,50000,Petrol,Manual,White,1198 cc
857,BMW,5-Series 520d Luxury Line [2017-2019],200000,2020,30000,Diesel,Automatic,Black,1995 cc
858,Audi,Q7 45 TDI Technology Pack,140000,2018,39850,Diesel,Automatic,Blue,2967 cc
859,Hyundai,Elantra 1.6 SX AT,140000,2014,80000,Diesel,Automatic,White,1582 cc
860,Isuzu,MU-X 4x2,140000,2017,96095,Diesel,Automatic,Silver,2999 cc
861,Maruti Suzuki,Eeco 5 STR WITH A/C+HTR [2019-2020],140000,2018,12768,Petrol,Manual,White,1196 cc
862,Audi,A4 Premium Plus 40 TFSI,200000,2021,12321,Petrol,Automatic,Black,1984 cc
863,Toyota,Corolla Altis VL AT Petrol,140000,2018,65100,Petrol,Automatic,Beige,1798 cc
864,Hyundai,Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],140000,2017,30000,Petrol,Manual,Orange,1197 cc
865,Tata,Tiago Revotron XTA [2017-2019],200000,2019,12000,Petrol,Automatic,Silver,1199 cc
866,Mercedes-Benz,C-Class C 220d Progressive [2018-2019],200000,2019,33000,Diesel,Automatic,White,1950 cc
867,Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],200000,2021,13000,Diesel,Automatic,Black,1950 cc
868,Skoda,Rapid Elegance 1.6 MPI AT,140000,2013,57000,Petrol,Automatic,White,1598 cc
869,BMW,5-Series 525d Sedan,80000,2011,61000,Diesel,Automatic,Silver,1995 cc
870,Mercedes-Benz,E-Class E 220d Expression [2019-2019],140000,2017,48000,Diesel,Automatic,Black,1950 cc
871,Audi,Q7 35 TDI Premium Plus + Sunroof,140000,2012,118000,Diesel,Automatic,Black,2967 cc
872,BMW,5-Series 520d Sport Line,140000,2017,44000,Diesel,Automatic,White,1995 cc
873,BMW,X5 xDrive 30d,140000,2015,59000,Diesel,Automatic,Bronze,2993 cc
874,Renault,Duster 85 PS RxL Diesel,140000,2013,99000,Diesel,Manual,White,1461 cc
875,Mercedes-Benz,S-Class 350,80000,2009,75000,Petrol,Automatic,Red,3498 cc
876,BMW,6-Series GT 630d Luxury Line [2018-2019],200000,2019,79000,Diesel,Automatic,Blue,2993 cc
877,Toyota,Fortuner 3.0 MT,80000,2010,114000,Diesel,Manual,Black,2982 cc
878,Maruti Suzuki,Wagon R LXI CNG (O),140000,2014,82000,CNG,Manual,White,998 cc
879,Honda,Jazz V AT Petrol,140000,2016,80000,Petrol,Automatic,Grey,1199 cc
880,Toyota,Commuter HiAce 3.0 L,140000,2014,65000,Diesel,Automatic,White,No_info
881,Jeep,Compass Limited 2.0 Diesel [2017-2020],140000,2017,57000,Diesel,Manual,White,1956 cc
882,Maruti Suzuki,Eeco 5 STR WITH A/C+HTR [2019-2020],140000,2018,26807,Petrol,Manual,Black,1196 cc
883,Hyundai,Elite i20 Sportz 1.2,140000,2018,23000,Petrol,Manual,Red,1197 cc
884,Maruti Suzuki,Swift VDi,140000,2015,112000,Diesel,Manual,White,1248 cc
885,Maruti Suzuki,Baleno Alpha (O) 1.2,200000,2022,5000,Petrol,Manual,White,No_info
886,Maruti Suzuki,Swift DZire ZXI,140000,2015,70000,Petrol,Manual,Silver,1197 cc
887,Volkswagen,Polo Trendline 1.0L (P),200000,2019,53929,Petrol,Manual,Red,999 cc
888,Maruti Suzuki,Celerio LXi,140000,2014,49580,Petrol,Manual,White,998 cc
889,Toyota,Corolla Altis GL,140000,2014,85000,Diesel,Manual,White,1364 cc
890,Maruti Suzuki,Ciaz ZDi SHVS,140000,2015,61000,Diesel,Manual,White,1248 cc
891,Maruti Suzuki,Wagon R LXi LPG,140000,2012,35000,LPG,Manual,Green,998 cc
892,Mahindra,Scorpio S2,140000,2016,42000,Diesel,Manual,White,2523 cc
893,Honda,City 1.5 V AT,80000,2011,69000,Petrol,Automatic,Black,1497 cc
894,Jeep,Compass Limited 1.4 Petrol AT [2017-2020],140000,2017,70000,Petrol,Automatic,Blue,1368 cc
895,Hyundai,i10 Magna 1.2 Kappa2,140000,2013,15780,Petrol,Manual,Red,1197 cc
896,Audi,A4 2.0 TDI (143 bhp),140000,2012,40031,Diesel,Automatic,Blue,No_info
897,Audi,Q7 35 TDI Premium + Sunroof,140000,2015,46000,Diesel,Automatic,Black,2967 cc
898,Maruti Suzuki,Ciaz ZXI+,140000,2016,50800,Petrol,Manual,White,1373 cc
899,Tata,Tigor EV XZ Plus,200000,2021,3000,Electric,Automatic,Green,No_info
900,Toyota,Corolla Altis 1.8 VL AT,80000,2011,95000,Petrol,Automatic,White,1794 cc
901,BMW,5-Series 520d Sedan,80000,2010,112000,Diesel,Automatic,Blue,1995 cc
902,Audi,A6 Technology 45 TFSI,200000,2020,36000,Petrol,Automatic,Grey,1984 cc
903,Volvo,XC60 Inscription [2017-2020],200000,2019,3500,Diesel,Automatic,White,1969 cc
904,Maruti Suzuki,Vitara Brezza ZDi,140000,2018,30000,Diesel,Manual,Silver,1248 cc
905,Volkswagen,Jetta 1.9L TDI,80000,2009,107879,Diesel,Manual,White,No_info
906,Mahindra,Scorpio S6 Plus 1.99 [2016-2017],140000,2017,19000,Diesel,Manual,White,1997 cc
907,Maruti Suzuki,Alto VXi,140000,2014,31100,Petrol,Manual,Maroon,998 cc
908,Honda,Amaze 1.2 S i-VTEC,140000,2014,65000,Petrol,Manual,Silver,1198 cc
909,Toyota,Fortuner 2.8 4x4 AT [2016-2020],140000,2017,49000,Diesel,Automatic,White,2755 cc
910,Tata,Nexon EV XZ Plus,200000,2022,5000,Electric,Automatic,Blue,No_info
911,Audi,A3 35 TDI Premium,200000,2020,11000,Diesel,Automatic,White,1968 cc
912,Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],200000,2019,28000,Petrol,Manual,White,1197 cc
913,Ford,Endeavour Titanium 2.0 4x2 AT,200000,2021,9400,Diesel,Automatic,Black,1996 cc
914,Mercedes-Benz,GLC 220 d Progressive,140000,2017,77000,Diesel,Automatic,White,2143 cc
915,Hyundai,Xcent SX CRDi,140000,2017,27000,Diesel,Manual,White,1186 cc
916,Renault,Kwid RXT [2015-2019],140000,2017,15507,Petrol,Manual,Bronze,799 cc
917,Ssangyong,Rexton RX6,140000,2016,70000,Diesel,Manual,Black,2696 cc
918,Honda,City VX,140000,2015,44000,Petrol,Manual,Grey,1497 cc
919,BMW,X3 xDrive-20d xLine,140000,2018,70000,Diesel,Automatic,White,1995 cc
920,Toyota,Fortuner 3.0 4x2 AT,140000,2015,145000,Diesel,Automatic,Gold,2982 cc
921,Datsun,Redigo T(O) 1.0 [2017-2019],140000,2017,24000,Petrol,Manual,Red,999 cc
922,Hyundai,i10 Magna 1.1 LPG,140000,2014,47721,LPG,Manual,Red,1086 cc
923,Hyundai,i20 Asta 1.4 AT with AVN,80000,2011,26000,Petrol,Automatic,Silver,1396 cc
924,Renault,Kwid RXT [2015-2019],140000,2017,15507,Petrol,Manual,Bronze,799 cc
925,Honda,City V,140000,2018,39000,Petrol,Manual,Maroon,1497 cc
926,Maruti Suzuki,DZire VXi AMT,140000,2017,58000,Petrol,Automatic,Silver,1197 cc
927,Hyundai,Creta SX Plus 1.6 CRDI Dual Tone,140000,2015,82000,Diesel,Manual,Red,1582 cc
928,Toyota,Innova 2.4 G 7 STR [2016-2017],140000,2018,95315,Diesel,Manual,Brown,2393 cc
929,BMW,3-Series 320d Prestige,140000,2016,46000,Diesel,Automatic,Blue,1995 cc
930,Maruti Suzuki,Swift ZXi AMT [2018-2019],200000,2019,11874,Petrol,Automatic,White,1197 cc
931,Hyundai,Verna Fluidic 1.6 CRDi SX,140000,2014,86000,Diesel,Manual,Silver,1582 cc
932,Volkswagen,Polo Highline1.2L (D),140000,2014,111000,Diesel,Manual,Blue,1199 cc
933,Volvo,V40 D3 R-Design,140000,2015,50000,Diesel,Automatic,White,1984 cc
934,Nissan,Magnite XL,200000,2021,28000,Petrol,Manual,White,999 cc
935,Maruti Suzuki,Celerio ZXi [2019-2020],200000,2019,25000,Petrol,Manual,Grey,998 cc
936,Kia,Seltos HTK Plus 1.5 Diesel,200000,2021,12000,Diesel,Manual,White,1493 cc
937,Hyundai,Santro Era,200000,2019,32000,Petrol,Manual,Silver,1086 cc
938,Hyundai,i20 Sportz 1.2 (O),80000,2011,45000,Petrol,Manual,White,No_info
939,Land Rover,Range Rover Sport SDV6 S,140000,2014,70000,Diesel,Automatic,Grey,2993 cc
940,Toyota,Innova 2.4 VX 7 STR [2016-2020],140000,2017,112000,Diesel,Manual,Bronze,2393 cc
941,BMW,5-Series 520d Luxury Line [2017-2019],140000,2017,51800,Diesel,Automatic,Black,1995 cc
942,Maruti Suzuki,Ignis Zeta 1.2 AMT,140000,2017,22000,Petrol,Automatic,Blue,1197 cc
943,Tata,Safari 2.2 VX 4x2,140000,2015,155000,Diesel,Manual,Black,2179 cc
944,Mercedes-Benz,E-Class E 200,140000,2016,60000,Petrol,Automatic,Black,1991 cc
945,BMW,5-Series 520d Luxury Line [2017-2019],140000,2018,23000,Diesel,Automatic,Grey,1995 cc
946,Maruti Suzuki,Swift VXi,140000,2014,75000,Petrol,Manual,White,1197 cc
947,Fiat,Punto Active 1.3,140000,2014,71000,Diesel,Manual,Maroon,1248 cc
948,Audi,Q3 30 TDI Premium FWD,140000,2017,64000,Diesel,Automatic,White,1968 cc
949,Honda,WR-V VX MT Petrol,140000,2018,45326,Petrol,Manual,White,1199 cc
950,Mercedes-Benz,C-Class C 300d AMG line,200000,2020,28079,Diesel,Automatic,Blue,1950 cc
951,Audi,A3 35 TDI Premium,200000,2019,15529,Diesel,Automatic,White,1968 cc
952,Mercedes-Benz,GLA 200 Sport,140000,2015,43200,Petrol,Automatic,Silver,1991 cc
953,Honda,City VX CVT Petrol [2017-2019],140000,2017,29386,Petrol,Automatic,Silver,1497 cc
954,Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],200000,2021,18105,Petrol,Manual,Silver,1197 cc
955,Maruti Suzuki,S-Cross Sigma 1.3,140000,2017,125372,Diesel,Manual,Brown,1248 cc
956,Audi,A6 35 TDI Matrix,140000,2015,100000,Diesel,Automatic,Blue,1968 cc
957,Maruti Suzuki,Eeco 7 STR [2019-2020],200000,2019,40000,Petrol,Manual,Silver,1196 cc
958,Mahindra,XUV700 AX 7 Diesel AT AWD Luxury Pack 7 STR,200000,2022,31000,Diesel,Automatic,Black,2184 cc
959,Audi,A7 Sportback 3.0 TDI quattro,140000,2012,42000,Diesel,Automatic,White,2967 cc
960,Honda,City 1.5 V AT,140000,2012,65001,Petrol,Automatic,Red,1497 cc
961,Audi,Q7 35 TDI Premium + Sunroof,140000,2014,42533,Diesel,Automatic,Blue,2967 cc
962,Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],140000,2018,45000,Petrol,Manual,White,1197 cc
963,Land Rover,Discovery Sport HSE 7-Seater,140000,2018,36000,Diesel,Automatic,White,2179 cc
964,Toyota,Fortuner 2.8 4x2 AT [2016-2020],140000,2017,44000,Diesel,Automatic,Black,2755 cc
965,Maruti Suzuki,Swift DZire LDI,140000,2016,85000,Diesel,Manual,White,1248 cc
966,Hyundai,Creta 1.6 SX (O),200000,2021,17000,Diesel,Manual,Black,1582 cc
967,Maruti Suzuki,Ertiga ZDI + SHVS,200000,2019,72000,Diesel,Manual,Silver,1248 cc
968,Hyundai,Santro Sportz AMT [2018-2020],200000,2019,34400,Petrol,Automatic,Silver,1086 cc
969,Hyundai,Venue SX (O) 1.0 Turbo iMT,200000,2021,8800,Petrol,Manual,White,998 cc
970,Honda,City ZX CVT Petrol,200000,2022,2000,Petrol,Automatic,Grey,1498 cc
971,Hyundai,Creta SX 1.5 Diesel [2020-2022],200000,2020,19700,Diesel,Manual,Maroon,1493 cc
972,Hyundai,Verna 1.6 VTVT SX,140000,2016,45000,Petrol,Manual,White,1591 cc
973,Mercedes-Benz,C-Class 220 CDI Sport,140000,2012,73000,Diesel,Automatic,White,No_info
974,Maruti Suzuki,Swift DZire ZDI AMT,140000,2017,76000,Diesel,Automatic,Silver,1248 cc
975,Volkswagen,Vento Highline Diesel,140000,2013,110000,Diesel,Manual,Silver,1598 cc
976,Honda,City V Petrol,200000,2022,2700,Petrol,Manual,Silver,1497 cc
977,Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],140000,2018,75000,Diesel,Automatic,Grey,2755 cc
978,Rolls-Royce,Ghost 6.5,80000,2011,60000,Petrol,Automatic,Maroon,6592 cc
979,Audi,Q3 35 TDI Technology with Navigation,140000,2017,110000,Diesel,Automatic,Blue,1968 cc
980,Skoda,Superb L&K TSI AT,140000,2016,70000,Petrol,Automatic,White,1798 cc
981,Audi,Q3 35 TDI quattro Premium Plus,140000,2017,42000,Diesel,Automatic,Silver,1968 cc
982,Volkswagen,Polo Comfortline 1.5L (D),140000,2015,70000,Diesel,Manual,Red,1498 cc
983,Honda,City V,140000,2018,52890,Petrol,Manual,Silver,1497 cc
984,Hyundai,Creta SX 1.6 AT CRDi,140000,2018,72870,Diesel,Automatic,White,1582 cc
985,Hyundai,Elite i20 Asta 1.2,140000,2017,48591,Petrol,Manual,White,1197 cc
986,Mahindra,XUV300 1.5 W6 [2019-2020],200000,2019,60888,Diesel,Manual,Silver,1497 cc
987,Hyundai,Eon Era +,140000,2014,48000,Petrol,Manual,Red,814 cc
988,Tata,Nexon XM,140000,2018,20251,Petrol,Manual,Grey,1198 cc
989,Hyundai,Verna 1.6 CRDI SX,140000,2015,49000,Diesel,Manual,White,1582 cc
990,Maruti Suzuki,Swift VXi,140000,2013,66000,Petrol,Manual,White,1197 cc
991,Land Rover,Discovery Sport SE R-Dynamic,200000,2020,54200,Diesel,Automatic,White,1999 cc
992,Nissan,Teana 250XL,140000,2013,33000,Petrol,Automatic,Red,No_info
993,Honda,City S Petrol,140000,2017,51292,Petrol,Manual,White,1497 cc
994,Ford,Figo Trend 1.5L TDCi [2015-2016],140000,2015,89000,Diesel,Manual,Orange,1498 cc
995,Toyota,Glanza V,200000,2019,55000,Petrol,Manual,Silver,1197 cc
996,Mercedes-Benz,E-Class E 200 Avantgarde,80000,1988,71000,Petrol,Automatic,Red,1991 cc
997,Hyundai,Alcazar Prestige 7 STR 1.5 Diesel,200000,2021,20000,Diesel,Manual,White,1493 cc
998,Honda,City V,140000,2016,68500,Petrol,Manual,Bronze,1497 cc
999,Hyundai,Santa Fe 2WD AT [2014-2017],140000,2014,99000,Diesel,Automatic,White,2199 cc
1000,Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],140000,2018,110000,Diesel,Automatic,Bronze,2755 cc
1001,Toyota,Glanza G,200000,2019,19244,Petrol,Manual,Red,1197 cc
1002,Maruti Suzuki,Wagon R VXi 1.2,200000,2020,19000,Petrol,Manual,Blue,1197 cc
1003,Hyundai,Santa Fe 2WD AT [2014-2017],140000,2015,75000,Diesel,Automatic,Silver,2199 cc
1004,Toyota,Innova 2.4 ZX 7 STR [2016-2020],200000,2021,29000,Diesel,Manual,White,2393 cc
1005,Audi,A6 2.0 TDI Premium,140000,2013,60000,Diesel,Automatic,Grey,1968 cc
1006,Maruti Suzuki,Swift VXi,140000,2015,80000,Petrol,Manual,White,1197 cc
1007,Lexus,NX 300h Luxury [2017-2020],140000,2018,54500,Petrol,Automatic,Black,2494 cc
1008,Toyota,Innova ZX 2.4 AT 7 STR,200000,2021,38000,Diesel,Automatic,Purple,2393 cc
1009,Mercedes-Benz,GLC 200 Progressive,200000,2021,16785,Petrol,Automatic,White,1991 cc
1010,Maruti Suzuki,Vitara Brezza ZDi+ Dual Tone [2017-2018],140000,2016,52000,Diesel,Manual,Blue,1248 cc
1011,Hyundai,Santro GL (CNG),140000,2013,76000,CNG,Manual,White,1086 cc
1012,Hyundai,Elite i20 Sportz 1.2 [2016-2017],200000,2019,42678,Petrol,Manual,Blue,1197 cc
1013,Honda,City 1.5 V AT,80000,2010,95000,Petrol,Automatic,Grey,1497 cc
1014,Renault,Duster 110 PS RxL,140000,2016,65000,Diesel,Manual,Grey,1461 cc
1015,Volkswagen,Taigun Highline 1.0 TSI AT,200000,2021,31000,Petrol,Automatic,Silver,999 cc
1016,Maruti Suzuki,Alto VXi,140000,2014,82682,Petrol,Manual,White,998 cc
1017,Hyundai,i20 Active 1.4 S,140000,2016,70500,Diesel,Manual,White,1396 cc
1018,MG,Hector Plus Sharp 1.5 DCT Petrol,200000,2021,10000,Petrol,Automatic,Red,1451 cc
1019,Renault,Kwid RXT [2015-2019],140000,2016,57159,Petrol,Manual,Silver,799 cc
1020,BMW,3-Series 320d Sport Line [2014-2016],140000,2014,82000,Diesel,Automatic,White,1995 cc
1021,Land Rover,Discovery HSE,140000,2016,120000,Diesel,Automatic,Blue,2993 cc
1022,Mahindra,Thar LX 4-STR Hard Top Diesel MT,200000,2021,17000,Diesel,Manual,Black,2184 cc
1023,Honda,City 1.5 V AT,140000,2012,40000,Petrol,Automatic,Red,1497 cc
1024,Hyundai,Elite i20 Sportz 1.2 (O),200000,2020,58100,Petrol,Manual,White,1197 cc
1025,Toyota,Fortuner 3.0 4x4 MT,140000,2012,12749,Diesel,Manual,Grey,2982 cc
1026,Hyundai,Santa Fe 4 WD (AT),140000,2013,83466,Diesel,Automatic,White,2199 cc
1027,Mahindra,Scorpio S2,140000,2015,86000,Diesel,Manual,White,2523 cc
1028,Mercedes-Benz,C-Class C 200 Avantgarde,140000,2015,60921,Petrol,Automatic,Black,1991 cc
1029,Audi,Q5 2.0 TDI quattro Premium,140000,2014,78000,Diesel,Automatic,Brown,1968 cc
1030,Hyundai,Verna Fluidic 1.6 VTVT SX Opt,140000,2012,53000,Petrol,Manual,Grey,1591 cc
1031,Renault,Kwid 1.0 RXT [2016-2019],140000,2016,34736,Petrol,Manual,Red,999 cc
1032,Tata,Harrier XZ,200000,2020,14400,Diesel,Manual,Silver,1956 cc
1033,Mahindra,Thar CRDe 4x4 Non AC,140000,2015,85000,Diesel,Manual,Green,2498 cc
1034,Volkswagen,Vento Highline Petrol,80000,2011,80000,Petrol,Manual,White,No_info
1035,Audi,A3 35 TFSI Premium Plus,140000,2018,77590,Petrol,Automatic,Blue,1395 cc
1036,Ford,Mustang GT Fastback 5.0L v8,140000,2017,25000,Petrol,Automatic,Black,4951 cc
1037,Jaguar,F-Pace Prestige,140000,2018,40545,Diesel,Automatic,Grey,1999 cc
1038,Maruti Suzuki,Ritz Vdi BS-IV,80000,2009,80000,Diesel,Manual,Silver,1248 cc
1039,Maruti Suzuki,Alto LXi CNG,80000,2009,56852,CNG,Manual,Gold,796 cc
1040,Maruti Suzuki,DZire ZXi Plus AMT,140000,2018,42000,Petrol,Automatic,Blue,1197 cc
1041,Skoda,Rapid Style 1.6 MPI AT,140000,2018,55000,Petrol,Automatic,Grey,1598 cc
1042,Skoda,Superb Elegance 1.8 TSI AT,140000,2014,53000,Petrol,Automatic,White,1798 cc
1043,MINI,Cooper D 3 Door,140000,2018,17000,Diesel,Automatic,Green,1496 cc
1044,Toyota,Fortuner 2.8 4x2 AT [2016-2020],200000,2020,50000,Diesel,Automatic,White,2755 cc
1045,Mahindra,Xylo D4,140000,2012,70000,Diesel,Manual,White,2489 cc
1046,Maruti Suzuki,Vitara Brezza VDi,140000,2017,75793,Diesel,Manual,White,1248 cc
1047,Lexus,LX SUV Petrol,80000,2007,34000,Petrol,Automatic,Maroon,No_info
1048,Volvo,S60 Kinetic D4,140000,2012,89311,Diesel,Automatic,White,1984 cc
1049,Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],140000,2018,80000,Diesel,Manual,Grey,1248 cc
1050,Porsche,Macan S [2019-2020],200000,2020,38000,Petrol,Automatic,Blue,2995 cc
1051,Toyota,Fortuner 2.8 4x2 AT [2016-2020],200000,2019,69500,Diesel,Automatic,White,2755 cc
1052,Maruti Suzuki,Wagon R VXI,140000,2018,66794,Petrol,Manual,Others,998 cc
1053,Porsche,Macan Base [2019-2020],200000,2019,27000,Petrol,Automatic,Red,1984 cc
1054,Maruti Suzuki,Baleno Zeta 1.2 AT,140000,2017,35616,Petrol,Automatic,Blue,1197 cc
1055,Maruti Suzuki,Eeco 5 STR [2014-2019],140000,2015,64000,Petrol,Manual,Blue,1196 cc
1056,Maruti Suzuki,Baleno Zeta 1.2 AT,200000,2020,7000,Petrol,Automatic,Maroon,1197 cc
1057,Maruti Suzuki,Wagon R VXI,140000,2015,45000,Petrol,Manual,Brown,998 cc
1058,Maruti Suzuki,Ertiga LXI,140000,2017,9000,Petrol,Manual,Grey,1373 cc
1059,Maruti Suzuki,Wagon R LXI CNG,140000,2015,67738,CNG,Manual,White,998 cc
1060,Toyota,Glanza G,200000,2021,11030,Petrol,Manual,Blue,1197 cc
1061,Hyundai,i10 Magna 1.2 Kappa2,140000,2015,49123,Petrol,Manual,White,1197 cc
1062,BMW,3-Series 320d Highline Sedan,140000,2012,125000,Diesel,Automatic,White,No_info
1063,Maruti Suzuki,Swift DZire LDI,140000,2018,46000,Diesel,Manual,White,1248 cc
1064,Mercedes-Benz,S-Class 280 AT,80000,2000,65000,Petrol,Automatic,Yellow,No_info
1065,Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],140000,2018,64000,Diesel,Manual,White,1248 cc
1066,Maruti Suzuki,S-Presso VXi,200000,2021,7942,Petrol,Manual,Red,998 cc
1067,Maruti Suzuki,Alto 800 Lxi,140000,2017,52100,Petrol,Manual,White,796 cc
1068,Skoda,Rapid Ambition 1.6 TDI CR MT,200000,2019,32809,Diesel,Manual,Silver,1598 cc
1069,Toyota,Fortuner 3.0 4x2 AT,140000,2014,101000,Diesel,Automatic,White,2982 cc
1070,Audi,A3 35 TDI Premium Plus + Sunroof,140000,2016,40500,Diesel,Automatic,White,1968 cc
1071,Jeep,Compass Sport 1.4 Petrol,200000,2021,25700,Petrol,Manual,Black,1368 cc
1072,Mercedes-Benz,M-Class ML 250 CDI,140000,2014,85000,Diesel,Automatic,White,2143 cc
1073,Hyundai,Elite i20 Asta 1.2 (O) [2016],140000,2017,17268,Petrol,Manual,Red,1197 cc
1074,Maruti Suzuki,Baleno Zeta 1.2,140000,2017,68000,Petrol,Manual,Brown,1197 cc
1075,Hyundai,i20 Asta 1.2,80000,2011,30000,Petrol,Manual,Blue,No_info
1076,Jeep,Compass Longitude (O) 2.0 Diesel [2017-2020],200000,2020,57000,Diesel,Manual,White,No_info
1077,Maruti Suzuki,Swift DZire VXI AT,140000,2017,44100,Petrol,Automatic,Silver,1197 cc
1078,Land Rover,Discovery 3.0 TDV6 HSE,140000,2013,91840,Diesel,Automatic,Blue,No_info
1079,Hyundai,i20 Asta 1.2,80000,2009,115000,Petrol,Manual,Blue,1197 cc
1080,Hyundai,i20 Magna (O) 1.2,140000,2014,23000,Petrol,Manual,Brown,1197 cc
1081,BMW,5-Series 520d Modern Line,140000,2014,58000,Diesel,Automatic,White,1995 cc
1082,Mercedes-Benz,GLE 250 d,140000,2018,95786,Diesel,Automatic,Black,2143 cc
1083,Audi,Q3 35 TDI Technology,140000,2016,95401,Diesel,Automatic,Black,1968 cc
1084,Kia,Seltos GTX Plus 1.4 DCT,200000,2020,7000,Petrol,Automatic,Black,1353 cc
1085,Hyundai,Elantra SX (O) 2.0 AT,140000,2017,24000,Petrol,Automatic,White,1999 cc
1086,Maruti Suzuki,Wagon R VXi,140000,2012,68000,Petrol,Manual,White,998 cc
1087,Hyundai,Accent Executive,140000,2015,41273,Petrol,Manual,White,1495 cc
1088,Audi,Q5 35 TDI Premium Plus,140000,2018,66000,Diesel,Automatic,White,No_info
1089,Hyundai,Creta SX 1.6 CRDi,140000,2018,65954,Diesel,Manual,Red,1582 cc
1090,Hyundai,i10 Sportz 1.2 Kappa2,140000,2016,28000,Petrol,Manual,Maroon,1197 cc
